"TIMESTAMP","BattV_Min","PTemp_C_Max","Temp","Temp_Avg","Temp_Max","Temp_TMx","Temp_Min","Temp_TMn","Umid","Umid_Avg","Umid_Max","Umid_TMx","Umid_Min","Umid_TMn","Pressao","Pressao_Avg","Pressao_Max","Pressao_TMx","Pressao_Min","Pressao_TMn","Tempbar","Tempbar_Avg","Tempbar_Max","Tempbar_TMx","Tempbar_Min","Tempbar_TMn","RadFlux","RadFlux_Avg","RadFlux_Max","RadFlux_TMx","RadTot_Tot","VelVento_Max","VelVento_TMx","VelVento_S_WVT","DirVento_D1_WVT","DirVento_SD1_WVT","Chuva_Tot"
"TS","Volts","Deg C","C","C","C","","C","","%","%","%","","%","","mbar","mbar","mbar","","mbar","","C","C","C","","C","","W/m^2","W/m^2","W/m^2","","MJ/m^2","meters/second","","meters/second","Deg","Deg","mm"
"2023-02-17 21:00:00",12.03,26.5,23.08,23.28,23.52,"2023-02-17 20:18:21",23.08,"2023-02-17 20:59:51",83.1,82.5,83.5,"2023-02-17 20:00:21",80.8,"2023-02-17 20:16:01",1009,1007.966,1008.833,"2023-02-17 20:58:12",1007.12,"2023-02-17 20:00:02",26.36,26.55916,26.804,"2023-02-17 20:00:01",26.35,"2023-02-17 20:58:32",0,0,0,"2023-02-17 20:00:01",0,9.11,"2023-02-17 20:02:20",3.397,184.4,26.43,0
"2023-02-17 22:00:00",12.03,25.95,23.15,23.18,23.38,"2023-02-17 21:40:01",22.98,"2023-02-17 21:15:21",85.8,83.9,85.8,"2023-02-17 21:59:51",83,"2023-02-17 21:05:11",1010,1009.25,1009.648,"2023-02-17 21:59:52",1008.72,"2023-02-17 21:00:32",26.19,26.213,26.36,"2023-02-17 21:00:01",26.133,"2023-02-17 21:33:52",0,0,0,"2023-02-17 21:00:01",0,8.72,"2023-02-17 21:21:40",3.763,174.7,20.17,0
"2023-02-17 23:00:00",12.02,25.76,22.91,22.8,23.16,"2023-02-17 22:00:21",22.6,"2023-02-17 22:24:01",90.9,89.6,91,"2023-02-17 22:36:21",85.8,"2023-02-17 22:00:01",1010,1009.96,1010.273,"2023-02-17 22:56:32",1009.612,"2023-02-17 22:00:42",25.29,25.69345,26.218,"2023-02-17 22:00:02",25.277,"2023-02-17 22:57:52",0,0,0,"2023-02-17 22:00:01",0,6.566,"2023-02-17 22:36:46",2.419,171.4,21.26,0.508
"2023-02-18 00:00:00",12.04,24.98,23.4,23.06,23.42,"2023-02-17 23:57:21",22.88,"2023-02-17 23:09:01",87.8,90.3,91.6,"2023-02-17 23:20:41",87.8,"2023-02-17 23:59:01",1010,1010.312,1010.474,"2023-02-17 23:59:12",1010.213,"2023-02-17 23:01:22",25.33,25.22757,25.334,"2023-02-17 23:57:32",25.172,"2023-02-17 23:32:02",0,0,0,"2023-02-17 23:00:01",0,6.076,"2023-02-17 23:56:23",2.264,194.5,25.13,0.254
"2023-02-18 01:00:00",12.01,25.22,22.96,23.09,23.39,"2023-02-18 00:01:11",22.95,"2023-02-18 00:59:11",83.8,86,88.8,"2023-02-18 00:11:21",83.8,"2023-02-18 00:49:41",1010,1010.441,1010.624,"2023-02-18 00:22:02",1010.28,"2023-02-18 00:42:52",25.72,25.58367,25.715,"2023-02-18 00:58:02",25.325,"2023-02-18 00:00:01",0,0,0,"2023-02-18 00:00:01",0,8.82,"2023-02-18 00:30:14",2.622,183.2,25.83,0
"2023-02-18 02:00:00",12.02,25.28,22.7,22.81,23.01,"2023-02-18 01:10:31",22.66,"2023-02-18 01:29:01",82.9,83.7,85.2,"2023-02-18 01:26:51",82.7,"2023-02-18 01:54:51",1010,1010.29,1010.558,"2023-02-18 01:11:02",1009.972,"2023-02-18 01:56:22",25.72,25.73608,25.772,"2023-02-18 01:25:32",25.696,"2023-02-18 01:00:42",0,0,0,"2023-02-18 01:00:01",0,9.31,"2023-02-18 01:28:27",2.824,178.6,23.21,0
"2023-02-18 03:00:00",12.04,25.25,22.53,22.56,22.71,"2023-02-18 02:00:21",22.48,"2023-02-18 02:26:41",81.2,82.7,83.7,"2023-02-18 02:17:11",81.1,"2023-02-18 02:58:51",1010,1010.189,1010.364,"2023-02-18 02:58:32",1009.933,"2023-02-18 02:02:32",25.53,25.62358,25.715,"2023-02-18 02:00:01",25.525,"2023-02-18 02:59:52",0,0,0,"2023-02-18 02:00:01",0,8.13,"2023-02-18 02:26:21",2.913,176.5,23.95,0
"2023-02-18 04:00:00",12.03,25.13,22.31,22.38,22.54,"2023-02-18 03:00:31",22.24,"2023-02-18 03:55:41",73.2,78.81,81.2,"2023-02-18 03:00:51",72.9,"2023-02-18 03:59:21",1011,1010.687,1011.219,"2023-02-18 03:55:32",1010.23,"2023-02-18 03:02:52",25.31,25.44214,25.553,"2023-02-18 03:00:02",25.306,"2023-02-18 03:59:52",0,0,0,"2023-02-18 03:00:01",0,8.82,"2023-02-18 03:55:15",3.512,180.6,23,0
"2023-02-18 05:00:00",12.03,24.87,21.75,22.01,22.35,"2023-02-18 04:00:51",21.65,"2023-02-18 04:46:51",70.87,70.69,73.25,"2023-02-18 04:00:01",68.52,"2023-02-18 04:32:51",1012,1011.629,1012.094,"2023-02-18 04:59:52",1011.084,"2023-02-18 04:01:42",24.56,24.9728,25.334,"2023-02-18 04:00:02",24.552,"2023-02-18 04:58:02",0,0,0,"2023-02-18 04:00:01",0,10.39,"2023-02-18 04:06:57",4.328,183.1,22.8,0
"2023-02-18 06:00:00",12.04,24.13,21.57,21.67,21.8,"2023-02-18 05:05:11",21.53,"2023-02-18 05:58:31",69.32,71.15,72.22,"2023-02-18 05:29:41",69.2,"2023-02-18 05:58:41",1013,1012.654,1013.222,"2023-02-18 05:59:02",1012.014,"2023-02-18 05:01:12",24.6,24.58799,24.63,"2023-02-18 05:38:52",24.524,"2023-02-18 05:01:52",0.845,0.084,0.845,"2023-02-18 05:59:52",0.0003011096,9.02,"2023-02-18 05:58:06",3.38,178,22.72,0
"2023-02-18 07:00:00",12.04,24.16,21.61,21.56,21.66,"2023-02-18 06:52:41",21.49,"2023-02-18 06:10:51",64.14,66.36,69.96,"2023-02-18 06:01:01",63.69,"2023-02-18 06:54:01",1014,1013.507,1013.941,"2023-02-18 06:58:02",1013.134,"2023-02-18 06:06:12",24.62,24.55519,24.621,"2023-02-18 06:59:12",24.515,"2023-02-18 06:29:12",32.95,13.3,34.98,"2023-02-18 06:58:04",0.04787422,9.51,"2023-02-18 06:05:09",3.145,187.3,24.91,0
"2023-02-18 08:00:00",12.04,24.63,21.63,21.55,21.67,"2023-02-18 07:56:01",21.43,"2023-02-18 07:31:51",65.37,65.52,67.19,"2023-02-18 07:37:51",63.54,"2023-02-18 07:06:31",1015,1014.312,1014.818,"2023-02-18 07:59:22",1013.872,"2023-02-18 07:00:01",25.03,24.75438,25.031,"2023-02-18 07:59:32",24.602,"2023-02-18 07:00:02",168.6,91.2,202.6,"2023-02-18 07:52:40",0.3283169,8.62,"2023-02-18 07:23:49",3.584,182,23.22,0
"2023-02-18 09:00:00",12.05,25.43,21.49,21.47,21.64,"2023-02-18 08:03:21",21.33,"2023-02-18 08:43:21",60.73,62.24,65.34,"2023-02-18 08:00:01",59.91,"2023-02-18 08:50:11",1016,1015.297,1015.79,"2023-02-18 08:56:42",1014.706,"2023-02-18 08:03:32",25.8,25.51213,25.811,"2023-02-18 08:58:22",25.031,"2023-02-18 08:00:01",282,198.8,282,"2023-02-18 09:00:00",0.7157551,11.07,"2023-02-18 08:39:01",3.756,177.1,21.85,0
"2023-02-18 10:00:00",12.03,29.12,22.79,22.31,23.08,"2023-02-18 09:51:11",21.5,"2023-02-18 09:00:21",54.05,57.34,60.58,"2023-02-18 09:00:01",53.68,"2023-02-18 09:58:41",1016,1015.759,1016.282,"2023-02-18 09:59:32",1015.495,"2023-02-18 09:06:52",28.89,26.98116,28.892,"2023-02-18 09:59:52",25.802,"2023-02-18 09:00:01",779.1,572.8,1147,"2023-02-18 09:56:50",2.062019,12.35,"2023-02-18 09:19:43",4.207,188.2,24.88,0
"2023-02-18 11:00:00",12.05,32.99,23.63,23.16,23.63,"2023-02-18 10:59:51",22.67,"2023-02-18 10:19:41",54.85,54.67,56.97,"2023-02-18 10:23:31",52.19,"2023-02-18 10:52:51",1017,1016.469,1016.771,"2023-02-18 10:51:12",1016.044,"2023-02-18 10:00:02",32.06,30.65073,32.063,"2023-02-18 10:59:42",28.892,"2023-02-18 10:00:01",1095,931,1289,"2023-02-18 10:09:41",3.351183,10.19,"2023-02-18 10:59:41",3.799,200.2,27.29,0
"2023-02-18 12:00:00",12.05,34.11,23.1,23.26,23.86,"2023-02-18 11:05:21",22.91,"2023-02-18 11:48:21",53.03,53.73,56.43,"2023-02-18 11:31:51",51.37,"2023-02-18 11:06:51",1017,1016.667,1016.901,"2023-02-18 11:54:22",1016.43,"2023-02-18 11:32:32",32.93,32.73189,32.999,"2023-02-18 11:49:02",32.063,"2023-02-18 11:00:01",1166,1104,1264,"2023-02-18 11:25:31",3.973044,10.98,"2023-02-18 11:45:39",3.943,210.4,29.2,0
"2023-02-18 13:00:00",12.05,34.04,22.9,22.94,23.31,"2023-02-18 12:04:31",22.58,"2023-02-18 12:29:01",53.46,53.03,54.97,"2023-02-18 12:02:41",51.59,"2023-02-18 12:23:21",1017,1016.964,1017.196,"2023-02-18 12:51:12",1016.644,"2023-02-18 12:01:42",32.1,32.44918,32.944,"2023-02-18 12:00:12",32.081,"2023-02-18 12:46:22",842,NAN,NAN,"2023-02-18 12:15:28","NAN",12.64,"2023-02-18 12:54:23",4.22,211.4,29.72,0
"2023-02-18 14:00:00",12.05,32.73,22.5,23.03,23.99,"2023-02-18 13:23:51",22.36,"2023-02-18 13:54:31",50.79,51.18,53.93,"2023-02-18 13:02:21",48.2,"2023-02-18 13:27:01",1017,1016.641,1016.992,"2023-02-18 13:00:42",1016.351,"2023-02-18 13:55:22",32.04,32.2484,32.522,"2023-02-18 13:42:22",32.035,"2023-02-18 13:59:42",530.5,NAN,NAN,"2023-02-18 13:35:51","NAN",10.68,"2023-02-18 13:48:36",4.035,217.3,28.29,0
"2023-02-18 15:00:00",12.05,32.26,22.88,22.56,23.21,"2023-02-18 14:58:01",22.26,"2023-02-18 14:02:01",51.8,52.94,55.17,"2023-02-18 14:52:41",51.08,"2023-02-18 14:01:51",1017,1016.567,1016.897,"2023-02-18 14:14:42",1016.263,"2023-02-18 14:06:42",30.8,31.03486,32.044,"2023-02-18 14:00:01",30.586,"2023-02-18 14:48:32",1029,615.4,1369,"2023-02-18 14:48:15",2.215549,14.5,"2023-02-18 14:59:53",4.192,219.8,33.17,0
"2023-02-18 16:00:00",12.05,32.88,23.08,22.98,23.47,"2023-02-18 15:15:11",22.5,"2023-02-18 15:06:21",52.06,52.03,54.17,"2023-02-18 15:04:01",50.33,"2023-02-18 15:20:41",1017,1016.593,1016.807,"2023-02-18 15:10:32",1016.307,"2023-02-18 15:48:42",32.47,31.82679,32.486,"2023-02-18 15:59:22",30.799,"2023-02-18 15:00:01",704.7,837,1245,"2023-02-18 15:08:53",3.012522,13.82,"2023-02-18 15:22:54",4.746,214.5,27.5,0
"2023-02-18 17:00:00",12.05,32.88,22.04,22.77,23.13,"2023-02-18 16:03:51",22.04,"2023-02-18 16:59:51",56.81,53.84,56.87,"2023-02-18 16:59:41",51.23,"2023-02-18 16:05:41",1017,1016.607,1016.941,"2023-02-18 16:48:12",1016.329,"2023-02-18 16:16:02",31.78,32.23151,32.495,"2023-02-18 16:02:52",31.778,"2023-02-18 16:59:52",144.9,558.9,705.3,"2023-02-18 16:00:04",2.0122,13.23,"2023-02-18 16:42:09",4.99,205.5,26.93,0
"2023-02-18 18:00:00",12.05,32.04,21.34,21.94,22.51,"2023-02-18 17:13:01",21.34,"2023-02-18 17:59:41",59.21,57.35,59.85,"2023-02-18 17:56:41",54.74,"2023-02-18 17:14:51",1018,1017.155,1017.812,"2023-02-18 17:57:42",1016.603,"2023-02-18 17:02:02",28.82,30.47479,31.778,"2023-02-18 17:00:01",28.817,"2023-02-18 17:59:52",76.49,273.5,488.1,"2023-02-18 17:00:29",0.9846199,13.62,"2023-02-18 17:21:05",5.243,205.2,25.81,0
"2023-02-18 19:00:00",12.05,28.95,20.97,21.12,21.35,"2023-02-18 18:00:01",20.94,"2023-02-18 18:59:11",60.72,60.15,61.73,"2023-02-18 18:43:21",58.81,"2023-02-18 18:08:21",1018,1017.98,1018.507,"2023-02-18 18:58:42",1017.414,"2023-02-18 18:05:42",25.39,26.81543,28.817,"2023-02-18 18:00:01",25.393,"2023-02-18 18:59:52",4.393,31.64,76.49,"2023-02-18 18:00:01",0.1139197,13.52,"2023-02-18 18:02:25",5.171,207,24.71,0
"2023-02-18 20:00:00",12.05,25.34,20.59,20.77,20.95,"2023-02-18 19:00:01",20.56,"2023-02-18 19:59:21",60.14,59.62,61.2,"2023-02-18 19:02:31",58.13,"2023-02-18 19:27:21",1020,1019.004,1019.597,"2023-02-18 19:59:52",1018.276,"2023-02-18 19:01:52",24.15,24.68342,25.393,"2023-02-18 19:00:01",24.154,"2023-02-18 19:58:42",0,0.535,4.393,"2023-02-18 19:00:01",0.001925594,11.27,"2023-02-18 19:23:38",3.739,182,24.94,0
"2023-02-18 21:00:00",12.05,23.81,19.92,20.26,20.62,"2023-02-18 20:00:21",19.9,"2023-02-18 20:56:11",63.38,62.58,64,"2023-02-18 20:45:51",60.2,"2023-02-18 20:00:51",1020,1019.992,1020.378,"2023-02-18 20:50:02",1019.49,"2023-02-18 20:01:12",23.46,23.8076,24.154,"2023-02-18 20:00:01",23.453,"2023-02-18 20:59:12",0,0,0,"2023-02-18 20:00:01",0,7.84,"2023-02-18 20:08:56",3.02,171.3,22.6,0
"2023-02-18 22:00:00",12.05,23.04,19.84,19.89,19.99,"2023-02-18 21:34:51",19.78,"2023-02-18 21:16:51",63.95,63.38,64.01,"2023-02-18 21:53:51",62.67,"2023-02-18 21:27:21",1021,1020.748,1021.019,"2023-02-18 21:56:02",1020.334,"2023-02-18 21:00:42",22.99,23.17459,23.472,"2023-02-18 21:00:02",22.981,"2023-02-18 21:59:32",0,0,0,"2023-02-18 21:00:01",0,7.742,"2023-02-18 21:27:17",2.51,168.7,24.57,0
"2023-02-18 23:00:00",12.05,22.59,19.69,19.78,19.96,"2023-02-18 22:07:51",19.6,"2023-02-18 22:46:01",64.93,63.76,64.93,"2023-02-18 22:59:51",62.49,"2023-02-18 22:07:01",1021,1021.121,1021.255,"2023-02-18 22:31:02",1020.888,"2023-02-18 22:02:22",22.79,22.89836,23.01,"2023-02-18 22:00:52",22.788,"2023-02-18 22:59:02",0,0,0,"2023-02-18 22:00:01",0,6.566,"2023-02-18 22:20:15",2.019,159.7,30.79,0
"2023-02-19 00:00:00",12.05,22.39,18.98,19.36,19.7,"2023-02-18 23:00:01",18.98,"2023-02-18 23:59:51",67.68,67,68.57,"2023-02-18 23:40:31",64.96,"2023-02-18 23:00:51",1021,1020.833,1021.125,"2023-02-18 23:00:02",1020.655,"2023-02-18 23:39:02",22.44,22.64284,22.808,"2023-02-18 23:00:22",22.441,"2023-02-18 23:59:02",0,0,0,"2023-02-18 23:00:01",0,5.292,"2023-02-18 23:05:12",2.105,139.1,22.93,0
"2023-02-19 01:00:00",12.05,22.08,18.81,18.89,18.99,"2023-02-19 00:01:01",18.77,"2023-02-19 00:56:31",69.73,68.61,69.87,"2023-02-19 00:54:51",67.24,"2023-02-19 00:01:31",1020,1020.482,1020.747,"2023-02-19 00:00:12",1020.246,"2023-02-19 00:59:12",22.04,22.22582,22.46,"2023-02-19 00:01:02",22.044,"2023-02-19 00:58:52",0,0,0,"2023-02-19 00:00:01",0,3.528,"2023-02-19 00:00:14",1.975,118.6,13.56,0
"2023-02-19 02:00:00",12.05,21.7,18.88,18.9,19.06,"2023-02-19 01:18:31",18.79,"2023-02-19 01:47:51",71.15,70.4,71.56,"2023-02-19 01:48:21",68.79,"2023-02-19 01:04:31",1020,1019.842,1020.25,"2023-02-19 01:00:52",1019.525,"2023-02-19 01:47:52",21.94,21.98917,22.063,"2023-02-19 01:00:22",21.918,"2023-02-19 01:55:32",0,0,0,"2023-02-19 01:00:01",0,4.508,"2023-02-19 01:16:55",2.044,128.2,16.4,0
"2023-02-19 03:00:00",12.05,21.59,18.93,18.91,19.06,"2023-02-19 02:11:11",18.79,"2023-02-19 02:33:51",70.6,71.41,72.19,"2023-02-19 02:37:51",70.34,"2023-02-19 02:58:21",1019,1019.416,1019.58,"2023-02-19 02:00:01",1019.291,"2023-02-19 02:59:52",21.94,21.93188,21.957,"2023-02-19 02:32:22",21.898,"2023-02-19 02:12:32",0,0,0,"2023-02-19 02:00:01",0,3.822,"2023-02-19 02:07:05",1.152,132.4,18.51,0
"2023-02-19 04:00:00",12.05,21.7,19.06,19.03,19.15,"2023-02-19 03:36:41",18.9,"2023-02-19 03:00:31",70.96,70.7,71.4,"2023-02-19 03:53:21",69.96,"2023-02-19 03:04:51",1019,1019.054,1019.291,"2023-02-19 03:00:01",1018.931,"2023-02-19 03:42:02",22.09,22.00245,22.112,"2023-02-19 03:59:32",21.927,"2023-02-19 03:00:42",0,0,0,"2023-02-19 03:00:01",0,2.744,"2023-02-19 03:40:35",1.272,144.5,17.14,0
"2023-02-19 05:00:00",12.05,21.75,19.74,19.22,19.74,"2023-02-19 04:59:41",18.88,"2023-02-19 04:21:01",63.68,68.94,72.74,"2023-02-19 04:26:21",63.68,"2023-02-19 04:59:51",1019,1019.002,1019.07,"2023-02-19 04:00:52",1018.927,"2023-02-19 04:10:22",22.18,22.10821,22.199,"2023-02-19 04:58:42",22.073,"2023-02-19 04:28:52",0,0,0,"2023-02-19 04:00:01",0,6.076,"2023-02-19 04:45:00",1.97,159.2,16.69,0
"2023-02-19 06:00:00",12.05,22,19.77,19.79,20.03,"2023-02-19 05:07:51",19.56,"2023-02-19 05:49:01",64.9,64.1,65.94,"2023-02-19 05:47:51",62.46,"2023-02-19 05:06:41",1020,1019.273,1019.599,"2023-02-19 05:59:52",1018.986,"2023-02-19 05:07:02",22.47,22.37408,22.479,"2023-02-19 05:47:12",22.179,"2023-02-19 05:00:01",4.564,0.522,4.564,"2023-02-19 06:00:00",0.001879951,7.252,"2023-02-19 05:06:33",1.836,152.5,23.84,0
"2023-02-19 07:00:00",12.05,22.59,19.91,20.04,20.28,"2023-02-19 06:49:51",19.48,"2023-02-19 06:06:01",67.48,64.91,67.8,"2023-02-19 06:58:51",63.22,"2023-02-19 06:20:41",1020,1019.828,1020.15,"2023-02-19 06:57:12",1019.556,"2023-02-19 06:12:32",23.07,22.65308,23.068,"2023-02-19 06:59:02",22.45,"2023-02-19 06:00:32",42.76,28.98,48.85,"2023-02-19 06:50:35",0.1043275,5.978,"2023-02-19 06:14:55",1.893,176.6,25.13,0
"2023-02-19 08:00:00",12.05,26.22,22.71,21.33,22.8,"2023-02-19 07:58:31",19.91,"2023-02-19 07:00:21",57.46,62.08,67.45,"2023-02-19 07:00:01",56.81,"2023-02-19 07:59:01",1021,1020.32,1020.563,"2023-02-19 07:57:42",1020.065,"2023-02-19 07:06:42",26.59,24.08873,26.59,"2023-02-19 07:59:52",23.068,"2023-02-19 07:00:01",234,192.2,531.7,"2023-02-19 07:58:06",0.6919751,5.586,"2023-02-19 07:46:30",2.154,183.2,19.32,0
"2023-02-19 09:00:00",12.05,28.89,22.82,22.53,22.95,"2023-02-19 08:08:51",22.15,"2023-02-19 08:40:51",59.39,58.94,60.59,"2023-02-19 08:44:41",56.53,"2023-02-19 08:09:51",1021,1020.991,1021.335,"2023-02-19 08:57:42",1020.551,"2023-02-19 08:00:32",28.95,28.72362,29.351,"2023-02-19 08:30:02",26.59,"2023-02-19 08:00:01",363.4,284.2,607.3,"2023-02-19 08:06:15",1.023098,5.88,"2023-02-19 08:42:06",2.236,179.4,23.73,0
"2023-02-19 10:00:00",12.05,32.44,24.33,23.87,24.78,"2023-02-19 09:36:41",22.82,"2023-02-19 09:00:31",56.65,57.14,61.29,"2023-02-19 09:10:11",54.56,"2023-02-19 09:43:01",1021,1021.332,1021.451,"2023-02-19 09:43:32",1021.217,"2023-02-19 09:36:32",32.24,30.24872,32.248,"2023-02-19 09:59:42",28.95,"2023-02-19 09:00:01",637.6,604.4,1024,"2023-02-19 09:30:54",2.175805,8.33,"2023-02-19 09:58:44",2.791,189.6,25.31,0
"2023-02-19 11:00:00",12.05,34.69,25.4,24.79,25.63,"2023-02-19 10:57:31",24.18,"2023-02-19 10:15:11",51.51,53.99,57.64,"2023-02-19 10:03:41",49.51,"2023-02-19 10:59:11",1021,1021.377,1021.527,"2023-02-19 10:13:22",1021.152,"2023-02-19 10:59:22",34.16,33.12312,34.169,"2023-02-19 10:59:42",32.239,"2023-02-19 10:00:01",696.1,NAN,NAN,"2023-02-19 10:53:34","NAN",8.62,"2023-02-19 10:55:52",2.679,206,30.24,0
"2023-02-19 12:00:00",12.05,36.94,26.16,25.87,26.48,"2023-02-19 11:57:41",25.33,"2023-02-19 11:01:41",51.2,51.16,54.05,"2023-02-19 11:56:21",49.45,"2023-02-19 11:40:11",1021,1020.953,1021.3,"2023-02-19 11:05:42",1020.557,"2023-02-19 11:59:22",36.18,35.10119,36.179,"2023-02-19 11:59:52",34.159,"2023-02-19 11:00:01",741.5,NAN,NAN,"2023-02-19 11:57:46","NAN",8.43,"2023-02-19 11:05:35",3.015,198.7,29.43,0
"2023-02-19 13:00:00",12.05,37.19,26,26.02,26.36,"2023-02-19 12:06:51",25.68,"2023-02-19 12:53:11",52.92,51.66,53.94,"2023-02-19 12:54:41",49.61,"2023-02-19 12:12:51",1020,1020.371,1020.597,"2023-02-19 12:00:01",1020.116,"2023-02-19 12:59:02",36.11,36.32489,36.548,"2023-02-19 12:23:22",36.107,"2023-02-19 12:59:52",770,827,1348,"2023-02-19 12:13:46",2.978212,8.43,"2023-02-19 12:29:19",3.141,203.8,30.86,0
"2023-02-19 14:00:00",12.04,36.61,25.72,25.96,26.33,"2023-02-19 13:16:11",25.63,"2023-02-19 13:32:31",53.69,53.13,56.48,"2023-02-19 13:57:41",50.98,"2023-02-19 13:02:41",1020,1020.011,1020.243,"2023-02-19 13:43:02",1019.876,"2023-02-19 13:42:12",35.87,36.01274,36.125,"2023-02-19 13:00:02",35.873,"2023-02-19 13:59:42",436.6,667.1,910,"2023-02-19 13:33:49",2.401598,8.13,"2023-02-19 13:04:25",2.875,204.4,28.39,0
"2023-02-19 15:00:00",12.03,36.16,25.65,25.26,25.73,"2023-02-19 14:59:11",24.84,"2023-02-19 14:25:11",56.33,56.47,58.04,"2023-02-19 14:31:31",53.88,"2023-02-19 14:00:01",1019,1019.631,1019.976,"2023-02-19 14:00:01",1019.259,"2023-02-19 14:59:12",33.8,34.59006,35.873,"2023-02-19 14:00:01",33.686,"2023-02-19 14:50:52",668.3,471.7,840,"2023-02-19 14:47:45",1.698279,10.49,"2023-02-19 14:21:40",3.165,200.4,29.93,0
"2023-02-19 16:00:00",12.04,34.23,24.86,25.25,25.8,"2023-02-19 15:01:41",24.85,"2023-02-19 15:59:31",59.25,57.64,59.58,"2023-02-19 15:52:01",55.48,"2023-02-19 15:04:31",1019,1019.273,1019.418,"2023-02-19 15:13:32",1019.173,"2023-02-19 15:33:32",32.98,33.65865,34.041,"2023-02-19 15:12:52",32.982,"2023-02-19 15:59:52",162.6,346.9,667.9,"2023-02-19 15:00:01",1.248806,8.82,"2023-02-19 15:03:26",2.744,190.5,28.19,0
"2023-02-19 17:00:00",12.05,33.03,24.23,24.54,24.83,"2023-02-19 16:00:01",24.22,"2023-02-19 16:58:01",61.36,59.85,61.58,"2023-02-19 16:59:31",58.66,"2023-02-19 16:05:41",1019,1019.037,1019.25,"2023-02-19 16:15:42",1018.778,"2023-02-19 16:56:42",30.5,31.65171,32.982,"2023-02-19 16:00:01",30.495,"2023-02-19 16:59:42",94.4,149.3,213.9,"2023-02-19 16:25:33",0.5374196,7.252,"2023-02-19 16:21:28",2.849,194.6,25.08,0
"2023-02-19 18:00:00",12.05,30.5,23.7,23.96,24.26,"2023-02-19 17:00:11",23.68,"2023-02-19 17:56:51",65.26,63.03,65.26,"2023-02-19 17:58:01",60.9,"2023-02-19 17:00:31",1019,1018.714,1018.892,"2023-02-19 17:03:12",1018.466,"2023-02-19 17:45:52",28.65,29.52514,30.495,"2023-02-19 17:00:01",28.641,"2023-02-19 17:59:32",39.69,69.94,112.3,"2023-02-19 17:08:41",0.2517915,7.35,"2023-02-19 17:27:48",2.693,209.2,30.33,0
"2023-02-19 19:00:00",12.05,28.56,22.03,23.25,23.71,"2023-02-19 18:00:01",22.03,"2023-02-19 18:59:51",77.3,69.37,77.3,"2023-02-19 18:59:51",65.2,"2023-02-19 18:00:21",1019,1018.868,1019.091,"2023-02-19 18:56:52",1018.649,"2023-02-19 18:04:52",26.88,27.81133,28.65,"2023-02-19 18:00:01",26.874,"2023-02-19 18:59:42",0.845,20.55,60.3,"2023-02-19 18:07:15",0.07396883,6.468,"2023-02-19 18:23:25",1.989,207.7,37.19,0
"2023-02-19 20:00:00",12.05,26.72,21.94,21.9,22.09,"2023-02-19 19:21:41",21.79,"2023-02-19 19:38:01",80.8,80.3,82,"2023-02-19 19:43:11",77.36,"2023-02-19 19:00:01",1019,1018.892,1019.089,"2023-02-19 19:01:12",1018.742,"2023-02-19 19:54:42",25.41,25.81562,26.883,"2023-02-19 19:00:01",25.414,"2023-02-19 19:59:52",0,0.065,0.676,"2023-02-19 19:00:01",0.0002327694,7.84,"2023-02-19 19:13:51",2.379,190.9,26.52,0
"2023-02-19 21:00:00",12.02,25.07,20.71,21.29,21.98,"2023-02-19 20:11:31",20.6,"2023-02-19 20:53:41",90.6,85,90.6,"2023-02-19 20:59:01",80.1,"2023-02-19 20:07:21",1019,1019.02,1019.249,"2023-02-19 20:45:22",1018.772,"2023-02-19 20:00:52",24.33,25.07222,25.433,"2023-02-19 20:00:32",24.307,"2023-02-19 20:59:22",0,0,0,"2023-02-19 20:00:01",0,5.586,"2023-02-19 20:49:57",1.475,213.2,31.6,0
"2023-02-19 22:00:00",12.05,24.16,20.8,20.6,20.8,"2023-02-19 21:59:41",20.41,"2023-02-19 21:30:31",88.7,91.1,91.9,"2023-02-19 21:21:11",88.7,"2023-02-19 21:59:31",1019,1019.124,1019.248,"2023-02-19 21:02:22",1018.971,"2023-02-19 21:58:32",23.87,23.96241,24.326,"2023-02-19 21:00:01",23.846,"2023-02-19 21:50:02",0,0,0,"2023-02-19 21:00:01",0,3.92,"2023-02-19 21:13:00",1.637,151.6,35.64,0
"2023-02-19 23:00:00",12.05,23.5,20.78,20.82,20.92,"2023-02-19 22:09:31",20.74,"2023-02-19 22:35:11",88.1,88,88.6,"2023-02-19 22:00:01",87.5,"2023-02-19 22:49:41",1019,1018.884,1019.068,"2023-02-19 22:13:22",1018.752,"2023-02-19 22:51:12",23.93,23.92246,23.962,"2023-02-19 22:29:12",23.856,"2023-02-19 22:00:12",0,0,0,"2023-02-19 22:00:01",0,4.998,"2023-02-19 22:06:50",1.883,151.4,22.7,0
"2023-02-20 00:00:00",12.05,23.5,20.76,20.74,20.9,"2023-02-19 23:52:41",20.54,"2023-02-19 23:17:21",90.3,89.9,90.3,"2023-02-19 23:46:41",88.1,"2023-02-19 23:00:01",1018,1018.651,1018.808,"2023-02-19 23:01:52",1018.436,"2023-02-19 23:59:52",23.91,23.85296,23.943,"2023-02-19 23:00:22",23.779,"2023-02-19 23:25:22",0,0,0,"2023-02-19 23:00:01",0,3.724,"2023-02-19 23:55:42",1.099,153,29.27,0
